Pore Volume of Water Injected,Pore Volume of Oil Produced,WaterCut,n,m,,
4.4,0.09359,0.00133,2.5,5.5,,
4.5,0.09346,0.00131,2.5,5.5,,
4.6,0.09334,0.00131,2.5,5.5,,
4.7,0.09321,0.00129,2.5,5.5,,
4.8,0.09309,0.00129,2.5,5.5,,
4.9,0.09296,0.00128,2.5,5.5,,
0.1,0,0,2.5,5,27,
0.2,0,0,2.5,5,,
0.3,0.05352,-0.89199,2.5,5,,
0.4,0.08627,-0.00647,2.5,5,,
0.5,0.08675,-0.00304,2.5,5,,
0.6,0.08695,-0.00154,2.5,5,,
0.7,0.08705,-0.00042,2.5,5,,
0.8,0.08706,0.00034,2.5,5,,
0.9,0.087,0.00076,2.5,5,,
1,0.0869,0.00107,2.5,5,,
1.1,0.08679,0.00129,2.5,5,,
1.2,0.08665,0.00144,2.5,5,,
1.3,0.08649,0.00156,2.5,5,,
1.4,0.08634,0.00167,2.5,5,,
1.5,0.08618,0.00173,2.5,5,,
1.6,0.08599,0.00177,2.5,5,,
1.7,0.08582,0.00178,2.5,5,,
1.8,0.08563,0.00178,2.5,5,,
1.9,0.08545,0.00179,2.5,5,,
2,0.08528,0.00181,2.5,5,,
2.1,0.08511,0.00181,2.5,5,,
2.2,0.08493,0.0018,2.5,5,,
2.3,0.08474,0.00178,2.5,5,,
2.4,0.08456,0.00176,2.5,5,,
2.5,0.08438,0.00174,2.5,5,,
2.6,0.0842,0.00172,2.5,5,,
2.7,0.08403,0.00171,2.5,5,,
2.8,0.08386,0.0017,2.5,5,,
2.9,0.08371,0.0017,2.5,5,,
3,0.08354,0.00168,2.5,5,,
3.1,0.08337,0.00166,2.5,5,,
3.2,0.08321,0.00164,2.5,5,,
3.3,0.08305,0.00162,2.5,5,,
3.4,0.08289,0.0016,2.5,5,,
3.5,0.08272,0.00158,2.5,5,,
3.6,0.08256,0.00156,2.5,5,,
3.7,0.08241,0.00153,2.5,5,,
3.8,0.08225,0.00151,2.5,5,,
3.9,0.0821,0.00149,2.5,5,,
4,0.08196,0.00148,2.5,5,,
4.1,0.08181,0.00146,2.5,5,,
4.2,0.08167,0.00144,2.5,5,,
4.3,0.08152,0.00143,2.5,5,,
4.4,0.08139,0.00142,2.5,5,,
4.5,0.08125,0.0014,2.5,5,,
4.6,0.08111,0.00139,2.5,5,,
4.7,0.08098,0.00137,2.5,5,,
4.8,0.08084,0.00136,2.5,5,,
4.9,0.08071,0.00134,2.5,5,,
0.1,0,0,2.5,4.5,28,
0.2,0,0,2.5,4.5,,
0.3,0.04307,-0.88462,2.5,4.5,,
0.4,0.07524,-0.00186,2.5,4.5,,
0.5,0.07533,0.00027,2.5,4.5,,
0.6,0.07524,0.001,2.5,4.5,,
0.7,0.07511,0.0016,2.5,4.5,,
0.8,0.07494,0.00197,2.5,4.5,,
0.9,0.07473,0.00213,2.5,4.5,,
1,0.07451,0.00222,2.5,4.5,,
1.1,0.07429,0.00228,2.5,4.5,,
1.2,0.07406,0.00231,2.5,4.5,,
1.3,0.07382,0.00233,2.5,4.5,,
1.4,0.07359,0.00234,2.5,4.5,,
1.5,0.07337,0.00232,2.5,4.5,,
1.6,0.07313,0.00229,2.5,4.5,,
1.7,0.07291,0.00226,2.5,4.5,,
1.8,0.07268,0.00222,2.5,4.5,,
1.9,0.07246,0.00219,2.5,4.5,,
2,0.07224,0.00216,2.5,4.5,,
2.1,0.07203,0.00212,2.5,4.5,,
2.2,0.07182,0.00209,2.5,4.5,,
2.3,0.07161,0.00205,2.5,4.5,,
2.4,0.07141,0.00202,2.5,4.5,,
2.5,0.0712,0.00198,2.5,4.5,,
2.6,0.07101,0.00195,2.5,4.5,,
2.7,0.07082,0.00192,2.5,4.5,,
2.8,0.07062,0.00189,2.5,4.5,,
2.9,0.07045,0.00186,2.5,4.5,,
3,0.07026,0.00183,2.5,4.5,,
3.1,0.07008,0.0018,2.5,4.5,,
3.2,0.06991,0.00177,2.5,4.5,,
3.3,0.06973,0.00174,2.5,4.5,,
3.4,0.06956,0.00171,2.5,4.5,,
3.5,0.06938,0.00169,2.5,4.5,,
3.6,0.06922,0.00166,2.5,4.5,,
3.7,0.06906,0.00163,2.5,4.5,,
3.8,0.06889,0.0016,2.5,4.5,,
3.9,0.06873,0.00157,2.5,4.5,,
4,0.06858,0.00155,2.5,4.5,,
4.1,0.06841,0.00153,2.5,4.5,,
4.2,0.06827,0.00151,2.5,4.5,,
4.3,0.06811,0.00149,2.5,4.5,,
4.4,0.06797,0.00147,2.5,4.5,,
4.5,0.06783,0.00144,2.5,4.5,,
4.6,0.06769,0.00143,2.5,4.5,,
4.7,0.06755,0.00141,2.5,4.5,,
4.8,0.06741,0.00139,2.5,4.5,,
4.9,0.06728,0.00138,2.5,4.5,,
0.1,0,0,2.5,4,29,
0.2,0,0,2.5,4,,
0.3,0.03133,-0.87605,2.5,4,,
0.4,0.06282,0.00345,2.5,4,,
0.5,0.06247,0.004,2.5,4,,
0.6,0.06206,0.0038,2.5,4,,
0.7,0.06168,0.00379,2.5,4,,
0.8,0.06132,0.0037,2.5,4,,
0.9,0.06095,0.00356,2.5,4,,
1,0.0606,0.0034,2.5,4,,
1.1,0.06027,0.00328,2.5,4,,
1.2,0.05995,0.00319,2.5,4,,
1.3,0.05963,0.00308,2.5,4,,
1.4,0.05932,0.00297,2.5,4,,
1.5,0.05904,0.00288,2.5,4,,
1.6,0.05876,0.00279,2.5,4,,
1.7,0.05849,0.0027,2.5,4,,
1.8,0.05821,0.0026,2.5,4,,
1.9,0.05795,0.00252,2.5,4,,
2,0.05771,0.00246,2.5,4,,
2.1,0.05747,0.00239,2.5,4,,
2.2,0.05724,0.00234,2.5,4,,
2.3,0.05701,0.00228,2.5,4,,
2.4,0.05678,0.00222,2.5,4,,
2.5,0.05656,0.00215,2.5,4,,
2.6,0.05634,0.00209,2.5,4,,
2.7,0.05613,0.00204,2.5,4,,
2.8,0.05593,0.002,2.5,4,,
2.9,0.05574,0.00196,2.5,4,,
3,0.05555,0.00192,2.5,4,,
3.1,0.05536,0.00189,2.5,4,,
3.2,0.05518,0.00185,2.5,4,,
3.3,0.055,0.00181,2.5,4,,
3.4,0.05483,0.00177,2.5,4,,
3.5,0.05464,0.00174,2.5,4,,
3.6,0.05447,0.0017,2.5,4,,
3.7,0.0543,0.00166,2.5,4,,
3.8,0.05413,0.00162,2.5,4,,
3.9,0.05396,0.00159,2.5,4,,
4,0.05381,0.00156,2.5,4,,
4.1,0.05365,0.00153,2.5,4,,
4.2,0.0535,0.00151,2.5,4,,
4.3,0.05335,0.00149,2.5,4,,
4.4,0.05321,0.00147,2.5,4,,
4.5,0.05307,0.00144,2.5,4,,
4.6,0.05293,0.00143,2.5,4,,
4.7,0.0528,0.0014,2.5,4,,
4.8,0.05266,0.00139,2.5,4,,
4.9,0.05253,0.00136,2.5,4,,
0.1,0,0,2.5,3.5,30,
0.2,0,0,2.5,3.5,,
0.3,0.01798,-0.86589,2.5,3.5,,
0.4,0.04868,0.0096,2.5,3.5,,
0.5,0.04782,0.0082,2.5,3.5,,
0.6,0.04705,0.00687,2.5,3.5,,
0.7,0.04641,0.00611,2.5,3.5,,
0.8,0.04584,0.00551,2.5,3.5,,
0.9,0.04531,0.00501,2.5,3.5,,
1,0.04483,0.00457,2.5,3.5,,
1.1,0.0444,0.00425,2.5,3.5,,
1.2,0.04399,0.00398,2.5,3.5,,
1.3,0.04359,0.00372,2.5,3.5,,
1.4,0.04323,0.00351,2.5,3.5,,
1.5,0.0429,0.00334,2.5,3.5,,
1.6,0.04257,0.00318,2.5,3.5,,
1.7,0.04226,0.00302,2.5,3.5,,
1.8,0.04196,0.00286,2.5,3.5,,
1.9,0.04168,0.00274,2.5,3.5,,
2,0.04142,0.00264,2.5,3.5,,
2.1,0.04117,0.00255,2.5,3.5,,
2.2,0.04092,0.00246,2.5,3.5,,
2.3,0.04067,0.00236,2.5,3.5,,
2.4,0.04044,0.00228,2.5,3.5,,
2.5,0.04021,0.00219,2.5,3.5,,
2.6,0.03999,0.00212,2.5,3.5,,
2.7,0.03978,0.00206,2.5,3.5,,
2.8,0.03958,0.002,2.5,3.5,,
2.9,0.0394,0.00195,2.5,3.5,,
3,0.03921,0.0019,2.5,3.5,,
3.1,0.03902,0.00185,2.5,3.5,,
3.2,0.03884,0.0018,2.5,3.5,,
3.3,0.03866,0.00176,2.5,3.5,,
3.4,0.03849,0.00171,2.5,3.5,,
3.5,0.03831,0.00166,2.5,3.5,,
3.6,0.03815,0.00162,2.5,3.5,,
3.7,0.03799,0.00158,2.5,3.5,,
3.8,0.03783,0.00154,2.5,3.5,,
3.9,0.03767,0.0015,2.5,3.5,,
4,0.03753,0.00148,2.5,3.5,,
4.1,0.03738,0.00145,2.5,3.5,,
4.2,0.03724,0.00142,2.5,3.5,,
4.3,0.0371,0.00139,2.5,3.5,,
4.4,0.03697,0.00137,2.5,3.5,,
4.5,0.03684,0.00134,2.5,3.5,,
4.6,0.0367,0.00132,2.5,3.5,,
4.7,0.03658,0.00129,2.5,3.5,,
4.8,0.03645,0.00127,2.5,3.5,,
4.9,0.03633,0.00124,2.5,3.5,,
0.1,0,0,2.5,3,31,
0.2,0,0,2.5,3,,
0.3,0.0026,-0.85351,2.5,3,,
0.4,0.03236,0.01685,2.5,3,,
0.5,0.03091,0.01292,2.5,3,,
0.6,0.02975,0.01016,2.5,3,,
0.7,0.02883,0.00848,2.5,3,,
0.8,0.02805,0.00728,2.5,3,,
0.9,0.02737,0.00632,2.5,3,,
1,0.02677,0.00558,2.5,3,,
1.1,0.02626,0.00502,2.5,3,,
1.2,0.02577,0.00454,2.5,3,,
1.3,0.02533,0.00414,2.5,3,,
1.4,0.02494,0.00382,2.5,3,,
1.5,0.02458,0.00354,2.5,3,,
1.6,0.02424,0.00329,2.5,3,,
1.7,0.02392,0.00307,2.5,3,,
1.8,0.02362,0.00287,2.5,3,,
1.9,0.02334,0.0027,2.5,3,,
2,0.02308,0.00256,2.5,3,,
2.1,0.02284,0.00242,2.5,3,,
2.2,0.0226,0.00231,2.5,3,,
2.3,0.02237,0.0022,2.5,3,,
2.4,0.02216,0.0021,2.5,3,,
2.5,0.02195,0.002,2.5,3,,
2.6,0.02175,0.00191,2.5,3,,
2.7,0.02156,0.00183,2.5,3,,
2.8,0.02138,0.00176,2.5,3,,
2.9,0.02122,0.0017,2.5,3,,
3,0.02105,0.00164,2.5,3,,
3.1,0.02089,0.00158,2.5,3,,
3.2,0.02074,0.00153,2.5,3,,
3.3,0.0206,0.00149,2.5,3,,
3.4,0.02045,0.00144,2.5,3,,
3.5,0.02031,0.00139,2.5,3,,
3.6,0.02017,0.00135,2.5,3,,
3.7,0.02004,0.0013,2.5,3,,
3.8,0.0199,0.00126,2.5,3,,
3.9,0.01977,0.00121,2.5,3,,
4,0.01966,0.00118,2.5,3,,
4.1,0.01953,0.00115,2.5,3,,
4.2,0.01942,0.00112,2.5,3,,
4.3,0.01931,0.0011,2.5,3,,
4.4,0.01921,0.00107,2.5,3,,
4.5,0.01911,0.00104,2.5,3,,
4.6,0.01901,0.00103,2.5,3,,
4.7,0.01891,0.001,2.5,3,,
4.8,0.01882,0.00099,2.5,3,,
4.9,0.01873,0.00096,2.5,3,,
0.1,0,0,2.5,2.5,32,
0.2,0,0,2.5,2.5,,
0.3,0,0,2.5,2.5,,
0.4,0.01318,0.02543,2.5,2.5,,
0.5,0.01106,0.0181,2.5,2.5,,
0.6,0.00949,0.01347,2.5,2.5,,
0.7,0.00829,0.01062,2.5,2.5,,
0.8,0.00735,0.00866,2.5,2.5,,
0.9,0.00655,0.00716,2.5,2.5,,
1,0.00589,0.00604,2.5,2.5,,
1.1,0.00534,0.00519,2.5,2.5,,
1.2,0.00486,0.00451,2.5,2.5,,
1.3,0.00443,0.00396,2.5,2.5,,
1.4,0.00406,0.0035,2.5,2.5,,
1.5,0.00374,0.00313,2.5,2.5,,
1.6,0.00344,0.00281,2.5,2.5,,
1.7,0.00317,0.00253,2.5,2.5,,
1.8,0.00292,0.00228,2.5,2.5,,
1.9,0.0027,0.00207,2.5,2.5,,
2,0.00251,0.0019,2.5,2.5,,
2.1,0.00234,0.00175,2.5,2.5,,
2.2,0.00217,0.00163,2.5,2.5,,
2.3,0.00201,0.0015,2.5,2.5,,
2.4,0.00186,0.00138,2.5,2.5,,
2.5,0.00172,0.00127,2.5,2.5,,
2.6,0.00159,0.00118,2.5,2.5,,
2.7,0.00148,0.0011,2.5,2.5,,
2.8,0.00138,0.00104,2.5,2.5,,
2.9,0.00129,0.00098,2.5,2.5,,
3,0.0012,0.00093,2.5,2.5,,
3.1,0.00111,0.00088,2.5,2.5,,
3.2,0.00103,0.00083,2.5,2.5,,
3.3,0.00095,0.00078,2.5,2.5,,
3.4,0.00087,0.00073,2.5,2.5,,
3.5,0.00079,0.00069,2.5,2.5,,
3.6,0.00072,0.00065,2.5,2.5,,
3.7,0.00066,0.00061,2.5,2.5,,
3.8,0.0006,0.00057,2.5,2.5,,
3.9,0.00054,0.00054,2.5,2.5,,
4,0.00049,0.00052,2.5,2.5,,
4.1,0.00043,0.0005,2.5,2.5,,
4.2,0.00039,0.00047,2.5,2.5,,
4.3,0.00035,0.00046,2.5,2.5,,
4.4,0.00031,0.00044,2.5,2.5,,
4.5,0.00027,0.00042,2.5,2.5,,
4.6,0.00023,0.00041,2.5,2.5,,
4.7,0.00019,0.00039,2.5,2.5,,
4.8,0.00016,0.00037,2.5,2.5,,
4.9,0.00012,0.00035,2.5,2.5,,
0.1,0,0,2.5,2,33,
0.2,0,0,2.5,2,,
0.3,0,0,2.5,2,,
0.4,-0.00989,0.03562,2.5,2,,
0.5,-0.01276,0.02326,2.5,2,,
0.6,-0.0147,0.01599,2.5,2,,
0.7,-0.01606,0.01157,2.5,2,,
0.8,-0.01705,0.00861,2.5,2,,
0.9,-0.0178,0.00646,2.5,2,,
1,-0.01837,0.0049,2.5,2,,
1.1,-0.01879,0.00374,2.5,2,,
1.2,-0.01912,0.00286,2.5,2,,
1.3,-0.01938,0.00215,2.5,2,,
1.4,-0.01956,0.00161,2.5,2,,
1.5,-0.01969,0.00119,2.5,2,,
1.6,-0.01979,0.00083,2.5,2,,
1.7,-0.01986,0.00052,2.5,2,,
1.8,-0.01991,0.00027,2.5,2,,
1.9,-0.01992,7.00E-05,2.5,2,,
2,-0.01991,-8.00E-05,2.5,2,,
2.1,-0.01989,-0.00021,2.5,2,,
2.2,-0.01987,-0.00033,2.5,2,,
2.3,-0.01984,-0.00043,2.5,2,,
2.4,-0.01979,-0.00052,2.5,2,,
2.5,-0.01974,-0.00059,2.5,2,,
2.6,-0.01968,-0.00064,2.5,2,,
2.7,-0.01961,-0.00068,2.5,2,,
2.8,-0.01954,-0.00072,2.5,2,,
2.9,-0.01945,-0.00075,2.5,2,,
3,-0.01938,-0.00077,2.5,2,,
3.1,-0.0193,-0.0008,2.5,2,,
3.2,-0.01922,-0.00082,2.5,2,,
3.3,-0.01913,-0.00083,2.5,2,,
3.4,-0.01905,-0.00085,2.5,2,,
3.5,-0.01897,-0.00086,2.5,2,,
3.6,-0.01888,-0.00086,2.5,2,,
3.7,-0.01879,-0.00087,2.5,2,,
3.8,-0.0187,-0.00087,2.5,2,,
3.9,-0.01862,-0.00088,2.5,2,,
4,-0.01853,-0.00088,2.5,2,,
4.1,-0.01845,-0.00087,2.5,2,,
4.2,-0.01837,-0.00088,2.5,2,,
4.3,-0.01829,-0.00087,2.5,2,,
4.4,-0.01821,-0.00088,2.5,2,,
4.5,-0.01813,-0.00088,2.5,2,,
4.6,-0.01806,-0.00088,2.5,2,,
4.7,-0.01798,-0.00089,2.5,2,,
4.8,-0.01791,-0.00089,2.5,2,,
4.9,-0.01784,-0.00089,2.5,2,,
0.1,0,0,3,7,34,
0.2,0,0,3,7,,
0.3,0.07699,-0.91942,3,7,,
0.4,0.11195,-0.02556,3,7,,
0.5,0.11407,-0.01665,3,7,,
0.6,0.11549,-0.01216,3,7,,
0.7,0.11655,-0.00926,3,7,,
0.8,0.11736,-0.00726,3,7,,
0.9,0.11798,-0.00576,3,7,,
1,0.1185,-0.00453,3,7,,
1.1,0.11891,-0.00354,3,7,,
1.2,0.11923,-0.00282,3,7,,
1.3,0.11947,-0.00228,3,7,,
1.4,0.11969,-0.00184,3,7,,
1.5,0.11987,-0.00147,3,7,,
1.6,0.12,-0.00117,3,7,,
1.7,0.12011,-0.00094,3,7,,
1.8,0.12018,-0.00075,3,7,,
1.9,0.12024,-0.00059,3,7,,
2,0.12028,-0.00043,3,7,,
2.1,0.12032,-0.00029,3,7,,
2.2,0.12034,-0.00016,3,7,,
2.3,0.12035,-4.00E-05,3,7,,
2.4,0.12034,6.00E-05,3,7,,
2.5,0.12033,0.00015,3,7,,
2.6,0.12031,0.00023,3,7,,
2.7,0.12029,0.0003,3,7,,
2.8,0.12025,0.00036,3,7,,
2.9,0.12022,0.00042,3,7,,
3,0.12018,0.00046,3,7,,
3.1,0.12013,0.0005,3,7,,
3.2,0.12009,0.00054,3,7,,
3.3,0.12003,0.00056,3,7,,
3.4,0.11998,0.00058,3,7,,
3.5,0.11991,0.0006,3,7,,
3.6,0.11985,0.00062,3,7,,
3.7,0.11979,0.00064,3,7,,
3.8,0.11973,0.00065,3,7,,
3.9,0.11966,0.00066,3,7,,
4,0.1196,0.00067,3,7,,
4.1,0.11953,0.00069,3,7,,
4.2,0.11947,0.00069,3,7,,
4.3,0.11939,0.00071,3,7,,
4.4,0.11933,0.00072,3,7,,
4.5,0.11926,0.00072,3,7,,
4.6,0.11919,0.00073,3,7,,
4.7,0.11912,0.00073,3,7,,
4.8,0.11904,0.00073,3,7,,
4.9,0.11897,0.00073,3,7,,
0.1,0,0,3,6.5,35,
0.2,0,0,3,6.5,,
0.3,0.06986,-0.91566,3,6.5,,
0.4,0.10452,-0.02287,3,6.5,,
0.5,0.1064,-0.01474,3,6.5,,
0.6,0.10766,-0.0107,3,6.5,,
0.7,0.10858,-0.00805,3,6.5,,
0.8,0.10927,-0.0062,3,6.5,,
0.9,0.10981,-0.00478,3,6.5,,
1,0.11023,-0.00366,3,6.5,,
1.1,0.11057,-0.00283,3,6.5,,
1.2,0.11082,-0.00222,3,6.5,,
1.3,0.11101,-0.00174,3,6.5,,
1.4,0.11117,-0.00135,3,6.5,,
1.5,0.1113,-0.00102,3,6.5,,
1.6,0.11139,-0.00077,3,6.5,,
1.7,0.11145,-0.00057,3,6.5,,
1.8,0.11148,-0.0004,3,6.5,,
1.9,0.1115,-0.00025,3,6.5,,
2,0.11152,-1.00E-04,3,6.5,,
2.1,0.11153,4.00E-05,3,6.5,,
2.2,0.11153,0.00016,3,6.5,,
2.3,0.11151,0.00026,3,6.5,,
2.4,0.11148,0.00035,3,6.5,,
2.5,0.11143,0.00041,3,6.5,,
2.6,0.11138,0.00046,3,6.5,,
2.7,0.11133,0.00051,3,6.5,,
2.8,0.11128,0.00055,3,6.5,,
2.9,0.11123,0.0006,3,6.5,,
3,0.11117,0.00063,3,6.5,,
3.1,0.11111,0.00066,3,6.5,,
3.2,0.11105,0.00069,3,6.5,,
3.3,0.11098,0.00071,3,6.5,,
3.4,0.11091,0.00073,3,6.5,,
3.5,0.11083,0.00075,3,6.5,,
3.6,0.11076,0.00077,3,6.5,,
3.7,0.11069,0.00077,3,6.5,,
3.8,0.11061,0.00078,3,6.5,,
3.9,0.11052,0.00078,3,6.5,,
4,0.11045,0.00079,3,6.5,,
4.1,0.11036,0.00079,3,6.5,,
4.2,0.11028,0.0008,3,6.5,,
4.3,0.11019,0.0008,3,6.5,,
4.4,0.11012,0.00081,3,6.5,,
4.5,0.11004,0.00081,3,6.5,,
4.6,0.10996,0.00081,3,6.5,,
4.7,0.10988,0.00082,3,6.5,,
4.8,0.1098,0.00082,3,6.5,,
4.9,0.10972,0.00082,3,6.5,,
0.1,0,0,3,6,36,
0.2,0,0,3,6,,
0.3,0.06211,-0.91124,3,6,,
0.4,0.0964,-0.02003,3,6,,
0.5,0.09805,-0.01267,3,6,,
0.6,0.09911,-0.00904,3,6,,
0.7,0.09989,-0.00667,3,6,,
0.8,0.10046,-0.00503,3,6,,
0.9,0.10089,-0.00379,3,6,,
1,0.10122,-0.00281,3,6,,
1.1,0.10147,-0.00209,3,6,,
1.2,0.10165,-0.00157,3,6,,
1.3,0.10178,-0.00116,3,6,,
1.4,0.10189,-0.00081,3,6,,
1.5,0.10197,-0.00053,3,6,,
1.6,0.102,-0.00032,3,6,,
1.7,0.10202,-0.00015,3,6,,
1.8,0.10201,-2.00E-05,3,6,,
1.9,0.102,0.00012,3,6,,
2,0.10199,0.00025,3,6,,
2.1,0.10197,0.00036,3,6,,
2.2,0.10193,0.00047,3,6,,
2.3,0.10188,0.00054,3,6,,
2.4,0.10182,0.0006,3,6,,
2.5,0.10175,0.00064,3,6,,
2.6,0.10168,0.00068,3,6,,
2.7,0.10161,0.00072,3,6,,
2.8,0.10153,0.00075,3,6,,
2.9,0.10147,0.00079,3,6,,
3,0.10139,0.00081,3,6,,
3.1,0.10131,0.00084,3,6,,
3.2,0.10123,0.00086,3,6,,
3.3,0.10115,0.00088,3,6,,
3.4,0.10107,0.00088,3,6,,
3.5,0.10097,0.00089,3,6,,
3.6,0.10088,0.0009,3,6,,
3.7,0.10079,0.0009,3,6,,
3.8,0.1007,0.0009,3,6,,
3.9,0.1006,0.0009,3,6,,
4,0.10051,0.0009,3,6,,
4.1,0.10041,0.0009,3,6,,
4.2,0.10032,0.0009,3,6,,
4.3,0.10023,0.00091,3,6,,
4.4,0.10014,0.00091,3,6,,
4.5,0.10005,0.00091,3,6,,
4.6,0.09996,0.00091,3,6,,
4.7,0.09988,0.00091,3,6,,
4.8,0.09979,0.00092,3,6,,
4.9,0.0997,0.00092,3,6,,
0.1,0,0,3,5.5,37,
0.2,0,0,3,5.5,,
0.3,0.05359,-0.90658,3,5.5,,
0.4,0.08751,-0.01677,3,5.5,,
0.5,0.08888,-0.01036,3,5.5,,
0.6,0.08974,-0.00727,3,5.5,,
0.7,0.09035,-0.00524,3,5.5,,
0.8,0.09079,-0.00377,3,5.5,,
0.9,0.09111,-0.00267,3,5.5,,
1,0.09134,-0.0019,3,5.5,,
1.1,0.0915,-0.00132,3,5.5,,
1.2,0.09161,-0.00089,3,5.5,,
1.3,0.09168,-0.00054,3,5.5,,
1.4,0.09172,-0.00026,3,5.5,,
1.5,0.09174,-4.00E-05,3,5.5,,
1.6,0.09173,0.00013,3,5.5,,
1.7,0.0917,0.00027,3,5.5,,
1.8,0.09166,0.00039,3,5.5,,
1.9,0.09162,0.00051,3,5.5,,
2,0.09157,0.00062,3,5.5,,
2.1,0.09152,0.0007,3,5.5,,
2.2,0.09144,0.00077,3,5.5,,
2.3,0.09136,0.00081,3,5.5,,
2.4,0.09127,0.00084,3,5.5,,
2.5,0.09118,0.00087,3,5.5,,
2.6,0.09108,0.0009,3,5.5,,
2.7,0.091,0.00092,3,5.5,,
2.8,0.0909,0.00095,3,5.5,,
2.9,0.09082,0.00098,3,5.5,,
3,0.09073,0.001,3,5.5,,
3.1,0.09063,0.00101,3,5.5,,
3.2,0.09053,0.00102,3,5.5,,
3.3,0.09043,0.00103,3,5.5,,
3.4,0.09032,0.00102,3,5.5,,
3.5,0.09021,0.00102,3,5.5,,
3.6,0.09011,0.00103,3,5.5,,
3.7,0.09,0.00102,3,5.5,,
3.8,0.0899,0.00101,3,5.5,,
3.9,0.08979,0.00101,3,5.5,,
4,0.08969,0.00101,3,5.5,,
4.1,0.08958,0.00101,3,5.5,,
4.2,0.08949,0.00101,3,5.5,,
4.3,0.08939,0.00102,3,5.5,,
4.4,0.0893,0.00102,3,5.5,,
4.5,0.0892,0.00102,3,5.5,,
4.6,0.08911,0.00102,3,5.5,,
4.7,0.08901,0.00101,3,5.5,,
4.8,0.08891,0.00102,3,5.5,,
4.9,0.08881,0.00101,3,5.5,,
0.1,0,0,3,5,38,
0.2,0,0,3,5,,
0.3,0.04421,-0.90115,3,5,,
0.4,0.0777,-0.01321,3,5,,
0.5,0.07876,-0.00781,3,5,,
0.6,0.07939,-0.00529,3,5,,
0.7,0.07982,-0.00363,3,5,,
0.8,0.08013,-0.00242,3,5,,
0.9,0.08032,-0.00154,3,5,,
1,0.08044,-0.00095,3,5,,
1.1,0.08052,-0.0005,3,5,,
1.2,0.08055,-0.00015,3,5,,
1.3,0.08055,0.00011,3,5,,
1.4,0.08053,0.00031,3,5,,
1.5,0.08049,0.00048,3,5,,
1.6,0.08043,0.00061,3,5,,
1.7,0.08037,0.00072,3,5,,
1.8,0.08028,0.00081,3,5,,
1.9,0.0802,0.00089,3,5,,
2,0.08011,0.00096,3,5,,
2.1,0.08002,0.001,3,5,,
2.2,0.07992,0.00104,3,5,,
2.3,0.07981,0.00106,3,5,,
2.4,0.0797,0.00109,3,5,,
2.5,0.07958,0.0011,3,5,,
2.6,0.07947,0.00111,3,5,,
2.7,0.07937,0.00113,3,5,,
2.8,0.07925,0.00114,3,5,,
2.9,0.07915,0.00116,3,5,,
3,0.07903,0.00116,3,5,,
3.1,0.07891,0.00116,3,5,,
3.2,0.0788,0.00116,3,5,,
3.3,0.07868,0.00116,3,5,,
3.4,0.07857,0.00115,3,5,,
3.5,0.07844,0.00114,3,5,,
3.6,0.07833,0.00114,3,5,,
3.7,0.07822,0.00113,3,5,,
3.8,0.0781,0.00113,3,5,,
3.9,0.07798,0.00112,3,5,,
4,0.07788,0.00112,3,5,,
4.1,0.07776,0.00112,3,5,,
4.2,0.07766,0.00111,3,5,,
4.3,0.07755,0.00111,3,5,,
4.4,0.07745,0.0011,3,5,,
4.5,0.07734,0.00109,3,5,,
4.6,0.07723,0.00109,3,5,,
4.7,0.07712,0.00108,3,5,,
4.8,0.07702,0.00107,3,5,,
4.9,0.07691,0.00106,3,5,,
0.1,0,0,3,4.5,39,
0.2,0,0,3,4.5,,
0.3,0.03378,-0.89501,3,4.5,,
0.4,0.06678,-0.00919,3,4.5,,
0.5,0.0675,-0.00498,3,4.5,,
0.6,0.06789,-0.00312,3,4.5,,
0.7,0.06812,-0.00189,3,4.5,,
0.8,0.06827,-0.00097,3,4.5,,
0.9,0.06834,-0.00035,3,4.5,,
1,0.06834,4.00E-05,3,4.5,,
1.1,0.06833,0.00036,3,4.5,,
1.2,0.06829,0.0006,3,4.5,,
1.3,0.0682,0.00076,3,4.5,,
1.4,0.06812,0.00089,3,4.5,,
1.5,0.06803,0.001,3,4.5,,
1.6,0.06793,0.00109,3,4.5,,
1.7,0.06782,0.00116,3,4.5,,
1.8,0.06769,0.0012,3,4.5,,
1.9,0.06757,0.00123,3,4.5,,
2,0.06745,0.00126,3,4.5,,
2.1,0.06733,0.00128,3,4.5,,
2.2,0.0672,0.0013,3,4.5,,
2.3,0.06707,0.00131,3,4.5,,
2.4,0.06694,0.00131,3,4.5,,
2.5,0.0668,0.00131,3,4.5,,
2.6,0.06667,0.00131,3,4.5,,
2.7,0.06654,0.0013,3,4.5,,
2.8,0.0664,0.0013,3,4.5,,
2.9,0.06628,0.0013,3,4.5,,
3,0.06615,0.00129,3,4.5,,
3.1,0.06602,0.00128,3,4.5,,
3.2,0.0659,0.00128,3,4.5,,
3.3,0.06578,0.00127,3,4.5,,
3.4,0.06565,0.00126,3,4.5,,
3.5,0.06552,0.00125,3,4.5,,
3.6,0.0654,0.00124,3,4.5,,
3.7,0.06528,0.00123,3,4.5,,
3.8,0.06516,0.00121,3,4.5,,
3.9,0.06503,0.0012,3,4.5,,
4,0.06491,0.00119,3,4.5,,
4.1,0.06479,0.00118,3,4.5,,
4.2,0.06467,0.00116,3,4.5,,
4.3,0.06455,0.00116,3,4.5,,
