Pore Volume of Water Injected,Pore Volume of Oil Produced,WaterCut,n,m,,
4.2,-0.00263,-0.00021,4,2.5,,
4.3,-0.00261,-0.0002,4,2.5,,
4.4,-0.00257,-0.00019,4,2.5,,
4.5,-0.00255,-0.00018,4,2.5,,
4.6,-0.00253,-0.00017,4,2.5,,
4.7,-0.00251,-0.00016,4,2.5,,
4.8,-0.00248,-0.00015,4,2.5,,
4.9,-0.00247,-0.00015,4,2.5,,
0.1,0,0,4,2,66,
0.2,0,0,4,2,,
0.3,0,0,4,2,,
0.4,-0.02596,0.00119,4,2,,
0.5,-0.026,-0.00046,4,2,,
0.6,-0.02591,-0.00129,4,2,,
0.7,-0.02575,-0.00172,4,2,,
0.8,-0.02556,-0.00198,4,2,,
0.9,-0.02536,-0.00216,4,2,,
1,-0.02514,-0.00223,4,2,,
1.1,-0.02491,-0.00226,4,2,,
1.2,-0.02468,-0.00228,4,2,,
1.3,-0.02446,-0.00226,4,2,,
1.4,-0.02423,-0.00223,4,2,,
1.5,-0.024,-0.0022,4,2,,
1.6,-0.02379,-0.00218,4,2,,
1.7,-0.02358,-0.00215,4,2,,
1.8,-0.02337,-0.00211,4,2,,
1.9,-0.02316,-0.00205,4,2,,
2,-0.02295,-0.00199,4,2,,
2.1,-0.02275,-0.00196,4,2,,
2.2,-0.02256,-0.00191,4,2,,
2.3,-0.02238,-0.00188,4,2,,
2.4,-0.0222,-0.00185,4,2,,
2.5,-0.02202,-0.00182,4,2,,
2.6,-0.02185,-0.00178,4,2,,
2.7,-0.02167,-0.00173,4,2,,
2.8,-0.02149,-0.00168,4,2,,
2.9,-0.02131,-0.00163,4,2,,
3,-0.02115,-0.00159,4,2,,
3.1,-0.02099,-0.00156,4,2,,
3.2,-0.02083,-0.00153,4,2,,
3.3,-0.02068,-0.0015,4,2,,
3.4,-0.02054,-0.00148,4,2,,
3.5,-0.0204,-0.00145,4,2,,
3.6,-0.02026,-0.00143,4,2,,
3.7,-0.02012,-0.00141,4,2,,
3.8,-0.01999,-0.00139,4,2,,
3.9,-0.01986,-0.00137,4,2,,
4,-0.01971,-0.00134,4,2,,
4.1,-0.01959,-0.00131,4,2,,
4.2,-0.01945,-0.00128,4,2,,
4.3,-0.01933,-0.00125,4,2,,
4.4,-0.01919,-0.00122,4,2,,
4.5,-0.01907,-0.0012,4,2,,
4.6,-0.01894,-0.00117,4,2,,
4.7,-0.01883,-0.00114,4,2,,
4.8,-0.01871,-0.00112,4,2,,
4.9,-0.0186,-0.0011,4,2,,
0.1,0,0,4.5,7,67,
0.2,0,0,4.5,7,,
0.3,0.05549,-0.93232,4.5,7,,
0.4,0.09153,-0.03517,4.5,7,,
0.5,0.0944,-0.02539,4.5,7,,
0.6,0.09659,-0.01865,4.5,7,,
0.7,0.09826,-0.01401,4.5,7,,
0.8,0.09956,-0.01108,4.5,7,,
0.9,0.10059,-0.00917,4.5,7,,
1,0.10144,-0.00781,4.5,7,,
1.1,0.10215,-0.00676,4.5,7,,
1.2,0.10275,-0.00591,4.5,7,,
1.3,0.10325,-0.00519,4.5,7,,
1.4,0.1037,-0.00453,4.5,7,,
1.5,0.10411,-0.00392,4.5,7,,
1.6,0.10446,-0.00336,4.5,7,,
1.7,0.10478,-0.00286,4.5,7,,
1.8,0.10505,-0.00244,4.5,7,,
1.9,0.10528,-0.00208,4.5,7,,
2,0.10549,-0.00178,4.5,7,,
2.1,0.10568,-0.00154,4.5,7,,
2.2,0.10583,-0.00133,4.5,7,,
2.3,0.10597,-0.00117,4.5,7,,
2.4,0.10609,-0.00103,4.5,7,,
2.5,0.10619,-0.00092,4.5,7,,
2.6,0.10629,-0.00082,4.5,7,,
2.7,0.10638,-0.00073,4.5,7,,
2.8,0.10646,-0.00065,4.5,7,,
2.9,0.10654,-0.00058,4.5,7,,
3,0.1066,-0.00052,4.5,7,,
3.1,0.10665,-0.00046,4.5,7,,
3.2,0.10669,-0.00041,4.5,7,,
3.3,0.10673,-0.00037,4.5,7,,
3.4,0.10675,-0.00034,4.5,7,,
3.5,0.10677,-0.0003,4.5,7,,
3.6,0.10678,-0.00027,4.5,7,,
3.7,0.10679,-0.00024,4.5,7,,
3.8,0.1068,-0.00022,4.5,7,,
3.9,0.1068,-0.00019,4.5,7,,
4,0.10681,-0.00016,4.5,7,,
4.1,0.1068,-0.00013,4.5,7,,
4.2,0.1068,-1.00E-04,4.5,7,,
4.3,0.10679,-6.00E-05,4.5,7,,
4.4,0.1068,-3.00E-05,4.5,7,,
4.5,0.10679,-1.11E-16,4.5,7,,
4.6,0.10679,4.00E-05,4.5,7,,
4.7,0.10678,7.00E-05,4.5,7,,
4.8,0.10677,0.00011,4.5,7,,
4.9,0.10676,0.00013,4.5,7,,
0.1,0,0,4.5,6.5,68,
0.2,0,0,4.5,6.5,,
0.3,0.04838,-0.92972,4.5,6.5,,
0.4,0.08422,-0.03314,4.5,6.5,,
0.5,0.08692,-0.02385,4.5,6.5,,
0.6,0.08897,-0.0175,4.5,6.5,,
0.7,0.09054,-0.01313,4.5,6.5,,
0.8,0.09175,-0.01037,4.5,6.5,,
0.9,0.09271,-0.00856,4.5,6.5,,
1,0.09349,-0.00726,4.5,6.5,,
1.1,0.09416,-0.00624,4.5,6.5,,
1.2,0.0947,-0.00542,4.5,6.5,,
1.3,0.09516,-0.00472,4.5,6.5,,
1.4,0.09558,-0.00407,4.5,6.5,,
1.5,0.09596,-0.00348,4.5,6.5,,
1.6,0.09628,-0.00294,4.5,6.5,,
1.7,0.09656,-0.00249,4.5,6.5,,
1.8,0.09679,-0.00212,4.5,6.5,,
1.9,0.09699,-0.00182,4.5,6.5,,
2,0.09718,-0.00155,4.5,6.5,,
2.1,0.09734,-0.00134,4.5,6.5,,
2.2,0.09747,-0.00116,4.5,6.5,,
2.3,0.09759,-0.00102,4.5,6.5,,
2.4,0.09769,-0.00089,4.5,6.5,,
2.5,0.09777,-0.00079,4.5,6.5,,
2.6,0.09785,-0.0007,4.5,6.5,,
2.7,0.09793,-0.00061,4.5,6.5,,
2.8,0.09799,-0.00054,4.5,6.5,,
2.9,0.09806,-0.00047,4.5,6.5,,
3,0.0981,-0.00041,4.5,6.5,,
3.1,0.09813,-0.00035,4.5,6.5,,
3.2,0.09816,-0.00031,4.5,6.5,,
3.3,0.09818,-0.00027,4.5,6.5,,
3.4,0.09819,-0.00023,4.5,6.5,,
3.5,0.0982,-0.00019,4.5,6.5,,
3.6,0.0982,-0.00016,4.5,6.5,,
3.7,0.0982,-0.00013,4.5,6.5,,
3.8,0.0982,-1.00E-04,4.5,6.5,,
3.9,0.09819,-7.00E-05,4.5,6.5,,
4,0.09819,-3.00E-05,4.5,6.5,,
4.1,0.09818,-1.11E-16,4.5,6.5,,
4.2,0.09817,3.00E-05,4.5,6.5,,
4.3,0.09816,7.00E-05,4.5,6.5,,
4.4,0.09816,0.00011,4.5,6.5,,
4.5,0.09815,0.00014,4.5,6.5,,
4.6,0.09814,0.00017,4.5,6.5,,
4.7,0.09812,0.0002,4.5,6.5,,
4.8,0.09811,0.00023,4.5,6.5,,
4.9,0.09809,0.00026,4.5,6.5,,
0.1,0,0,4.5,6,69,
0.2,0,0,4.5,6,,
0.3,0.04068,-0.92683,4.5,6,,
0.4,0.07628,-0.03109,4.5,6,,
0.5,0.07881,-0.02219,4.5,6,,
0.6,0.08073,-0.01615,4.5,6,,
0.7,0.08217,-0.01215,4.5,6,,
0.8,0.08329,-0.00962,4.5,6,,
0.9,0.08416,-0.00793,4.5,6,,
1,0.08488,-0.0067,4.5,6,,
1.1,0.08548,-0.00573,4.5,6,,
1.2,0.08598,-0.00493,4.5,6,,
1.3,0.0864,-0.00422,4.5,6,,
1.4,0.08679,-0.00357,4.5,6,,
1.5,0.08713,-0.00299,4.5,6,,
1.6,0.08741,-0.0025,4.5,6,,
1.7,0.08765,-0.00211,4.5,6,,
1.8,0.08784,-0.00181,4.5,6,,
1.9,0.08801,-0.00156,4.5,6,,
2,0.08817,-0.00133,4.5,6,,
2.1,0.08831,-0.00115,4.5,6,,
2.2,0.08842,-0.00099,4.5,6,,
2.3,0.08852,-0.00086,4.5,6,,
2.4,0.08861,-0.00075,4.5,6,,
2.5,0.08868,-0.00066,4.5,6,,
2.6,0.08874,-0.00057,4.5,6,,
2.7,0.08879,-0.00049,4.5,6,,
2.8,0.08883,-0.00042,4.5,6,,
2.9,0.08888,-0.00036,4.5,6,,
3,0.0889,-0.0003,4.5,6,,
3.1,0.08892,-0.00025,4.5,6,,
3.2,0.08894,-0.0002,4.5,6,,
3.3,0.08894,-0.00016,4.5,6,,
3.4,0.08895,-0.00012,4.5,6,,
3.5,0.08894,-8.00E-05,4.5,6,,
3.6,0.08894,-3.00E-05,4.5,6,,
3.7,0.08894,0,4.5,6,,
3.8,0.08893,3.00E-05,4.5,6,,
3.9,0.08891,7.00E-05,4.5,6,,
4,0.08891,0.00011,4.5,6,,
4.1,0.08889,0.00014,4.5,6,,
4.2,0.08888,0.00018,4.5,6,,
4.3,0.08886,0.00022,4.5,6,,
4.4,0.08885,0.00025,4.5,6,,
4.5,0.08883,0.00028,4.5,6,,
4.6,0.0888,0.0003,4.5,6,,
4.7,0.08878,0.00032,4.5,6,,
4.8,0.08875,0.00035,4.5,6,,
4.9,0.08872,0.00036,4.5,6,,
0.1,0,0,4.5,5.5,70,
0.2,0,0,4.5,5.5,,
0.3,0.03227,-0.92367,4.5,5.5,,
0.4,0.06763,-0.02877,4.5,5.5,,
0.5,0.06997,-0.02042,4.5,5.5,,
0.6,0.07173,-0.0148,4.5,5.5,,
0.7,0.07305,-0.01113,4.5,5.5,,
0.8,0.07406,-0.00879,4.5,5.5,,
0.9,0.07486,-0.00722,4.5,5.5,,
1,0.07551,-0.00607,4.5,5.5,,
1.1,0.07605,-0.00515,4.5,5.5,,
1.2,0.0765,-0.00437,4.5,5.5,,
1.3,0.07687,-0.00369,4.5,5.5,,
1.4,0.07722,-0.00307,4.5,5.5,,
1.5,0.07752,-0.00254,4.5,5.5,,
1.6,0.07775,-0.00212,4.5,5.5,,
1.7,0.07795,-0.00179,4.5,5.5,,
1.8,0.07811,-0.00154,4.5,5.5,,
1.9,0.07826,-0.00132,4.5,5.5,,
2,0.07839,-0.00112,4.5,5.5,,
2.1,0.07851,-0.00096,4.5,5.5,,
2.2,0.0786,-0.00081,4.5,5.5,,
2.3,0.07868,-0.00069,4.5,5.5,,
2.4,0.07875,-0.00059,4.5,5.5,,
2.5,0.0788,-0.00051,4.5,5.5,,
2.6,0.07883,-0.00043,4.5,5.5,,
2.7,0.07887,-0.00036,4.5,5.5,,
2.8,0.07889,-0.00029,4.5,5.5,,
2.9,0.07892,-0.00023,4.5,5.5,,
3,0.07893,-0.00017,4.5,5.5,,
3.1,0.07894,-0.00012,4.5,5.5,,
3.2,0.07895,-7.00E-05,4.5,5.5,,
3.3,0.07894,-2.00E-05,4.5,5.5,,
3.4,0.07894,2.00E-05,4.5,5.5,,
3.5,0.07893,6.00E-05,4.5,5.5,,
3.6,0.07892,0.0001,4.5,5.5,,
3.7,0.07891,0.00014,4.5,5.5,,
3.8,0.07889,0.00017,4.5,5.5,,
3.9,0.07887,0.0002,4.5,5.5,,
4,0.07885,0.00024,4.5,5.5,,
4.1,0.07882,0.00027,4.5,5.5,,
4.2,0.0788,0.0003,4.5,5.5,,
4.3,0.07877,0.00033,4.5,5.5,,
4.4,0.07875,0.00035,4.5,5.5,,
4.5,0.07871,0.00036,4.5,5.5,,
4.6,0.07868,0.00038,4.5,5.5,,
4.7,0.07865,0.0004,4.5,5.5,,
4.8,0.07861,0.00041,4.5,5.5,,
4.9,0.07857,0.00042,4.5,5.5,,
0.1,0,0,4.5,5,71,
0.2,0,0,4.5,5,,
0.3,0.02306,-0.9202,4.5,5,,
0.4,0.05814,-0.02619,4.5,5,,
0.5,0.06027,-0.01851,4.5,5,,
0.6,0.06186,-0.01338,4.5,5,,
0.7,0.06305,-0.01003,4.5,5,,
0.8,0.06396,-0.00789,4.5,5,,
0.9,0.06467,-0.00645,4.5,5,,
1,0.06524,-0.00539,4.5,5,,
1.1,0.06572,-0.00453,4.5,5,,
1.2,0.06611,-0.0038,4.5,5,,
1.3,0.06645,-0.00315,4.5,5,,
1.4,0.06674,-0.00259,4.5,5,,
1.5,0.067,-0.00212,4.5,5,,
1.6,0.06719,-0.00177,4.5,5,,
1.7,0.06736,-0.00149,4.5,5,,
1.8,0.06749,-0.00127,4.5,5,,
1.9,0.0676,-0.00108,4.5,5,,
2,0.06772,-0.0009,4.5,5,,
2.1,0.06781,-0.00075,4.5,5,,
2.2,0.06789,-0.00062,4.5,5,,
2.3,0.06794,-0.00051,4.5,5,,
2.4,0.06799,-0.00042,4.5,5,,
2.5,0.06801,-0.00035,4.5,5,,
2.6,0.06803,-0.00028,4.5,5,,
2.7,0.06805,-0.00022,4.5,5,,
2.8,0.06806,-0.00016,4.5,5,,
2.9,0.06808,-0.0001,4.5,5,,
3,0.06808,-4.00E-05,4.5,5,,
3.1,0.06808,1.00E-05,4.5,5,,
3.2,0.06808,6.00E-05,4.5,5,,
3.3,0.06807,0.00011,4.5,5,,
3.4,0.06806,0.00015,4.5,5,,
3.5,0.06803,0.00019,4.5,5,,
3.6,0.06802,0.00023,4.5,5,,
3.7,0.068,0.00026,4.5,5,,
3.8,0.06797,0.00029,4.5,5,,
3.9,0.06793,0.00031,4.5,5,,
4,0.06791,0.00033,4.5,5,,
4.1,0.06786,0.00035,4.5,5,,
4.2,0.06783,0.00037,4.5,5,,
4.3,0.06779,0.00039,4.5,5,,
4.4,0.06776,0.0004,4.5,5,,
4.5,0.06772,0.00041,4.5,5,,
4.6,0.06768,0.00043,4.5,5,,
4.7,0.06764,0.00044,4.5,5,,
4.8,0.0676,0.00045,4.5,5,,
4.9,0.06756,0.00045,4.5,5,,
0.1,0,0,4.5,4.5,72,
0.2,0,0,4.5,4.5,,
0.3,0.01288,-0.91636,4.5,4.5,,
0.4,0.04766,-0.02336,4.5,4.5,,
0.5,0.04956,-0.01645,4.5,4.5,,
0.6,0.05097,-0.01185,4.5,4.5,,
0.7,0.05201,-0.00885,4.5,4.5,,
0.8,0.05281,-0.00693,4.5,4.5,,
0.9,0.05344,-0.00563,4.5,4.5,,
1,0.05393,-0.00468,4.5,4.5,,
1.1,0.05434,-0.00389,4.5,4.5,,
1.2,0.05469,-0.00321,4.5,4.5,,
1.3,0.05497,-0.00263,4.5,4.5,,
1.4,0.05522,-0.00213,4.5,4.5,,
1.5,0.05543,-0.00174,4.5,4.5,,
1.6,0.05558,-0.00144,4.5,4.5,,
1.7,0.05572,-0.00121,4.5,4.5,,
1.8,0.05582,-0.00102,4.5,4.5,,
1.9,0.05592,-0.00085,4.5,4.5,,
2,0.05601,-0.00069,4.5,4.5,,
2.1,0.05608,-0.00056,4.5,4.5,,
2.2,0.05613,-0.00044,4.5,4.5,,
2.3,0.05617,-0.00035,4.5,4.5,,
2.4,0.05619,-0.00028,4.5,4.5,,
2.5,0.0562,-0.00022,4.5,4.5,,
2.6,0.0562,-0.00015,4.5,4.5,,
2.7,0.05621,-9.00E-05,4.5,4.5,,
2.8,0.05621,-4.00E-05,4.5,4.5,,
2.9,0.05622,3.00E-05,4.5,4.5,,
3,0.05622,8.00E-05,4.5,4.5,,
3.1,0.05621,0.00013,4.5,4.5,,
3.2,0.0562,0.00018,4.5,4.5,,
3.3,0.05618,0.00022,4.5,4.5,,
3.4,0.05616,0.00025,4.5,4.5,,
3.5,0.05613,0.00029,4.5,4.5,,
3.6,0.0561,0.00032,4.5,4.5,,
3.7,0.05607,0.00033,4.5,4.5,,
3.8,0.05603,0.00035,4.5,4.5,,
3.9,0.05599,0.00036,4.5,4.5,,
4,0.05596,0.00038,4.5,4.5,,
4.1,0.05591,0.00039,4.5,4.5,,
4.2,0.05587,0.0004,4.5,4.5,,
4.3,0.05583,0.00042,4.5,4.5,,
4.4,0.0558,0.00043,4.5,4.5,,
4.5,0.05576,0.00044,4.5,4.5,,
4.6,0.05572,0.00045,4.5,4.5,,
4.7,0.05568,0.00045,4.5,4.5,,
4.8,0.05564,0.00046,4.5,4.5,,
4.9,0.05559,0.00047,4.5,4.5,,
0.1,0,0,4.5,4,73,
0.2,0,0,4.5,4,,
0.3,0.00154,-0.91202,4.5,4,,
0.4,0.03599,-0.02029,4.5,4,,
0.5,0.03763,-0.01423,4.5,4,,
0.6,0.03885,-0.01021,4.5,4,,
0.7,0.03975,-0.00761,4.5,4,,
0.8,0.04044,-0.00594,4.5,4,,
0.9,0.04096,-0.0048,4.5,4,,
1,0.04138,-0.00397,4.5,4,,
1.1,0.04173,-0.00326,4.5,4,,
1.2,0.04202,-0.00265,4.5,4,,
1.3,0.04226,-0.00213,4.5,4,,
1.4,0.04246,-0.00173,4.5,4,,
1.5,0.04263,-0.00141,4.5,4,,
1.6,0.04275,-0.00117,4.5,4,,
1.7,0.04286,-0.00097,4.5,4,,
1.8,0.04294,-0.00081,4.5,4,,
1.9,0.04302,-0.00066,4.5,4,,
2,0.04309,-0.00051,4.5,4,,
2.1,0.04314,-0.00041,4.5,4,,
2.2,0.04317,-0.00031,4.5,4,,
2.3,0.04319,-0.00024,4.5,4,,
2.4,0.0432,-0.00017,4.5,4,,
2.5,0.0432,-0.00012,4.5,4,,
2.6,0.0432,-6.00E-05,4.5,4,,
2.7,0.04321,0,4.5,4,,
2.8,0.0432,5.00E-05,4.5,4,,
2.9,0.04321,0.00011,4.5,4,,
3,0.0432,0.00016,4.5,4,,
3.1,0.04318,0.00021,4.5,4,,
3.2,0.04317,0.00025,4.5,4,,
3.3,0.04314,0.00028,4.5,4,,
3.4,0.04312,0.0003,4.5,4,,
3.5,0.04308,0.00032,4.5,4,,
3.6,0.04305,0.00034,4.5,4,,
3.7,0.04301,0.00034,4.5,4,,
3.8,0.04297,0.00035,4.5,4,,
3.9,0.04293,0.00036,4.5,4,,
4,0.04289,0.00037,4.5,4,,
4.1,0.04285,0.00038,4.5,4,,
4.2,0.04282,0.00039,4.5,4,,
4.3,0.04277,0.0004,4.5,4,,
4.4,0.04275,0.00042,4.5,4,,
4.5,0.04271,0.00042,4.5,4,,
4.6,0.04267,0.00043,4.5,4,,
4.7,0.04263,0.00044,4.5,4,,
4.8,0.0426,0.00045,4.5,4,,
4.9,0.04256,0.00045,4.5,4,,
0.1,0,0,4.5,3.5,74,
0.2,0,0,4.5,3.5,,
0.3,0,0,4.5,3.5,,
0.4,0.02287,-0.01686,4.5,3.5,,
0.5,0.02423,-0.01185,4.5,3.5,,
0.6,0.02524,-0.00855,4.5,3.5,,
0.7,0.02599,-0.00635,4.5,3.5,,
0.8,0.02657,-0.00494,4.5,3.5,,
0.9,0.027,-0.00399,4.5,3.5,,
1,0.02735,-0.0033,4.5,3.5,,
1.1,0.02765,-0.0027,4.5,3.5,,
1.2,0.02789,-0.00218,4.5,3.5,,
1.3,0.02808,-0.00176,4.5,3.5,,
1.4,0.02825,-0.00143,4.5,3.5,,
1.5,0.02839,-0.00118,4.5,3.5,,
1.6,0.02849,-0.00097,4.5,3.5,,
1.7,0.02858,-0.00081,4.5,3.5,,
1.8,0.02865,-0.00067,4.5,3.5,,
1.9,0.02871,-0.00054,4.5,3.5,,
2,0.02877,-0.00043,4.5,3.5,,
2.1,0.02881,-0.00034,4.5,3.5,,
2.2,0.02884,-0.00026,4.5,3.5,,
2.3,0.02885,-0.0002,4.5,3.5,,
2.4,0.02886,-0.00015,4.5,3.5,,
2.5,0.02886,-1.00E-04,4.5,3.5,,
2.6,0.02886,-5.00E-05,4.5,3.5,,
2.7,0.02887,1.00E-05,4.5,3.5,,
2.8,0.02887,6.00E-05,4.5,3.5,,
2.9,0.02888,0.00011,4.5,3.5,,
3,0.02887,0.00015,4.5,3.5,,
3.1,0.02885,0.00018,4.5,3.5,,
3.2,0.02884,0.00021,4.5,3.5,,
3.3,0.02881,0.00023,4.5,3.5,,
3.4,0.02879,0.00024,4.5,3.5,,
3.5,0.02876,0.00025,4.5,3.5,,
3.6,0.02873,0.00027,4.5,3.5,,
3.7,0.0287,0.00027,4.5,3.5,,
3.8,0.02867,0.00028,4.5,3.5,,
3.9,0.02863,0.00028,4.5,3.5,,
4,0.02861,0.0003,4.5,3.5,,
4.1,0.02858,0.00031,4.5,3.5,,
4.2,0.02855,0.00031,4.5,3.5,,
4.3,0.02852,0.00033,4.5,3.5,,
4.4,0.0285,0.00034,4.5,3.5,,
4.5,0.02847,0.00034,4.5,3.5,,
4.6,0.02844,0.00036,4.5,3.5,,
4.7,0.02841,0.00036,4.5,3.5,,
4.8,0.02838,0.00037,4.5,3.5,,
4.9,0.02834,0.00037,4.5,3.5,,
0.1,0,0,4.5,3,75,
0.2,0,0,4.5,3,,
0.3,0,0,4.5,3,,
0.4,0.00793,-0.01316,4.5,3,,
0.5,0.009,-0.00936,4.5,3,,
0.6,0.0098,-0.00691,4.5,3,,
0.7,0.01041,-0.00516,4.5,3,,
0.8,0.01088,-0.00406,4.5,3,,
0.9,0.01124,-0.00334,4.5,3,,
1,0.01153,-0.00281,4.5,3,,
1.1,0.01179,-0.00232,4.5,3,,
1.2,0.01201,-0.00191,4.5,3,,
1.3,0.01217,-0.00158,4.5,3,,
1.4,0.01232,-0.00133,4.5,3,,
1.5,0.01245,-0.00113,4.5,3,,
1.6,0.01256,-0.00097,4.5,3,,
1.7,0.01265,-0.00084,4.5,3,,
1.8,0.01272,-0.00073,4.5,3,,
1.9,0.01279,-0.00063,4.5,3,,
2,0.01285,-0.00054,4.5,3,,
2.1,0.0129,-0.00047,4.5,3,,
2.2,0.01294,-0.0004,4.5,3,,
2.3,0.01297,-0.00035,4.5,3,,
2.4,0.013,-0.0003,4.5,3,,
2.5,0.01302,-0.00025,4.5,3,,
2.6,0.01304,-0.0002,4.5,3,,
2.7,0.01307,-0.00016,4.5,3,,
2.8,0.01308,-0.00011,4.5,3,,
2.9,0.0131,-7.00E-05,4.5,3,,
3,0.01311,-5.00E-05,4.5,3,,
3.1,0.01311,-2.00E-05,4.5,3,,
3.2,0.01312,0,4.5,3,,
3.3,0.01311,1.00E-05,4.5,3,,
3.4,0.01311,2.00E-05,4.5,3,,
3.5,0.0131,4.00E-05,4.5,3,,
3.6,0.01309,5.00E-05,4.5,3,,
3.7,0.01309,6.00E-05,4.5,3,,
3.8,0.01308,6.00E-05,4.5,3,,
3.9,0.01307,7.00E-05,4.5,3,,
4,0.01307,8.00E-05,4.5,3,,
4.1,0.01305,1.00E-04,4.5,3,,
4.2,0.01305,0.00011,4.5,3,,
4.3,0.01304,0.00012,4.5,3,,
4.4,0.01304,0.00013,4.5,3,,
4.5,0.01303,0.00014,4.5,3,,
4.6,0.01302,0.00015,4.5,3,,
4.7,0.01301,0.00015,4.5,3,,
4.8,0.01299,0.00016,4.5,3,,
4.9,0.01298,0.00016,4.5,3,,
0.1,0,0,4.5,2.5,76,
0.2,0,0,4.5,2.5,,
0.3,0,0,4.5,2.5,,
0.4,-0.00932,-0.00934,4.5,2.5,,
0.5,-0.00854,-0.007,4.5,2.5,,
0.6,-0.00793,-0.00548,4.5,2.5,,
0.7,-0.00743,-0.00433,4.5,2.5,,
0.8,-0.00703,-0.00359,4.5,2.5,,
0.9,-0.0067,-0.00312,4.5,2.5,,
1,-0.00642,-0.00276,4.5,2.5,,
1.1,-0.00616,-0.00239,4.5,2.5,,
1.2,-0.00593,-0.00208,4.5,2.5,,
1.3,-0.00574,-0.00186,4.5,2.5,,
1.4,-0.00557,-0.00169,4.5,2.5,,
1.5,-0.00539,-0.00153,4.5,2.5,,
1.6,-0.00525,-0.0014,4.5,2.5,,
1.7,-0.00511,-0.00128,4.5,2.5,,
1.8,-0.005,-0.0012,4.5,2.5,,
1.9,-0.00489,-0.00113,4.5,2.5,,
2,-0.00478,-0.00105,4.5,2.5,,
2.1,-0.00467,-0.00099,4.5,2.5,,
2.2,-0.00458,-0.00092,4.5,2.5,,
2.3,-0.00449,-0.00086,4.5,2.5,,
2.4,-0.00441,-0.00081,4.5,2.5,,
2.5,-0.00433,-0.00076,4.5,2.5,,
2.6,-0.00426,-0.00072,4.5,2.5,,
2.7,-0.00419,-0.00068,4.5,2.5,,
2.8,-0.00412,-0.00064,4.5,2.5,,
2.9,-0.00405,-0.00061,4.5,2.5,,
3,-0.00399,-0.00058,4.5,2.5,,
3.1,-0.00394,-0.00055,4.5,2.5,,
3.2,-0.00388,-0.00053,4.5,2.5,,
3.3,-0.00383,-0.00051,4.5,2.5,,
3.4,-0.00378,-0.00049,4.5,2.5,,
3.5,-0.00374,-0.00047,4.5,2.5,,
3.6,-0.00369,-0.00045,4.5,2.5,,
3.7,-0.00364,-0.00044,4.5,2.5,,
3.8,-0.0036,-0.00042,4.5,2.5,,
3.9,-0.00357,-0.00041,4.5,2.5,,
4,-0.00351,-0.00039,4.5,2.5,,
4.1,-0.00348,-0.00038,4.5,2.5,,
4.2,-0.00344,-0.00036,4.5,2.5,,
4.3,-0.00341,-0.00035,4.5,2.5,,
4.4,-0.00337,-0.00033,4.5,2.5,,
4.5,-0.00333,-0.00033,4.5,2.5,,
4.6,-0.0033,-0.00032,4.5,2.5,,
4.7,-0.00327,-0.00031,4.5,2.5,,
4.8,-0.00324,-0.0003,4.5,2.5,,
4.9,-0.00321,-0.00029,4.5,2.5,,
0.1,0,0,4.5,2,77,
0.2,0,0,4.5,2,,
0.3,0,0,4.5,2,,
0.4,-0.02962,-0.00584,4.5,2,,
0.5,-0.02907,-0.00536,4.5,2,,
0.6,-0.02856,-0.00507,4.5,2,,
0.7,-0.02807,-0.00458,4.5,2,,
0.8,-0.02762,-0.00427,4.5,2,,
0.9,-0.02721,-0.00407,4.5,2,,
1,-0.02682,-0.00389,4.5,2,,
1.1,-0.02644,-0.00365,4.5,2,,
1.2,-0.02608,-0.00343,4.5,2,,
1.3,-0.02576,-0.00328,4.5,2,,
1.4,-0.02544,-0.00314,4.5,2,,
1.5,-0.02512,-0.003,4.5,2,,
1.6,-0.02482,-0.00286,4.5,2,,
1.7,-0.02454,-0.00276,4.5,2,,
1.8,-0.02428,-0.00267,4.5,2,,
1.9,-0.02403,-0.00259,4.5,2,,
2,-0.02377,-0.0025,4.5,2,,
2.1,-0.02352,-0.00242,4.5,2,,
2.2,-0.02329,-0.00233,4.5,2,,
2.3,-0.02306,-0.00225,4.5,2,,
2.4,-0.02283,-0.00217,4.5,2,,
2.5,-0.02262,-0.0021,4.5,2,,
2.6,-0.02242,-0.00203,4.5,2,,
2.7,-0.02222,-0.00197,4.5,2,,
2.8,-0.02203,-0.00192,4.5,2,,
2.9,-0.02183,-0.00186,4.5,2,,
3,-0.02165,-0.00182,4.5,2,,
3.1,-0.02147,-0.00177,4.5,2,,
3.2,-0.02129,-0.00173,4.5,2,,
3.3,-0.02112,-0.00168,4.5,2,,
3.4,-0.02095,-0.00165,4.5,2,,
3.5,-0.0208,-0.00161,4.5,2,,
3.6,-0.02063,-0.00156,4.5,2,,
3.7,-0.02048,-0.00153,4.5,2,,
3.8,-0.02033,-0.0015,4.5,2,,
3.9,-0.02018,-0.00147,4.5,2,,
4,-0.02003,-0.00143,4.5,2,,
4.1,-0.0199,-0.00139,4.5,2,,
4.2,-0.01976,-0.00137,4.5,2,,
4.3,-0.01964,-0.00133,4.5,2,,
4.4,-0.0195,-0.00131,4.5,2,,
4.5,-0.01939,-0.00129,4.5,2,,
4.6,-0.01927,-0.00127,4.5,2,,
4.7,-0.01916,-0.00126,4.5,2,,
4.8,-0.01906,-0.00124,4.5,2,,
4.9,-0.01895,-0.00123,4.5,2,,
0.1,0,0,5,7,78,
0.2,0,0,5,7,,
0.3,0.04972,-0.93565,5,7,,
0.4,0.08608,-0.03711,5,7,,
